id:ID,label,file_type,category,source_file,labels:LABEL
paper_0338_general_sa_resgs_self_augmented_residual_3d_gaussian_splatting_for,SA-ResGS Self-Augmented Residual 3D Gaussian Splatting for,document,General,0338_[General]_SA-ResGS Self-Augmented Residual 3D Gaussian Splatting for.md,Entity;Document;General
paper_0339_general_360_geogs_geometrically_consistent_feed_forward_3d_gaussian,360-GeoGS Geometrically Consistent Feed-Forward 3D Gaussian,document,General,0339_[General]_360-GeoGS Geometrically Consistent Feed-Forward 3D Gaussian.md,Entity;Document;General
paper_0340_general_sketchrodgs_sketch_based_extraction_of_slender_geometries_f,SketchRodGS Sketch-based Extraction of Slender Geometries f,document,General,0340_[General]_SketchRodGS Sketch-based Extraction of Slender Geometries f.md,Entity;Document;General
paper_0341_general_esgaussianface_emotional_and_stylized_audio_driven_facial_a,ESGaussianFace Emotional and Stylized Audio-Driven Facial A,document,General,0341_[General]_ESGaussianFace Emotional and Stylized Audio-Driven Facial A.md,Entity;Document;General
paper_0342_general_clean_gs_semantic_mask_guided_pruning_for_3d_gaussian_splat,Clean-GS Semantic Mask-Guided Pruning for 3D Gaussian Splat,document,General,0342_[General]_Clean-GS Semantic Mask-Guided Pruning for 3D Gaussian Splat.md,Entity;Document;General
paper_0343_general_shadowgs_shadow_aware_3d_gaussian_splatting_for_satellite_i,ShadowGS Shadow-Aware 3D Gaussian Splatting for Satellite I,document,General,0343_[General]_ShadowGS Shadow-Aware 3D Gaussian Splatting for Satellite I.md,Entity;Document;General
paper_0344_general_sv_gs_sparse_view_4d_reconstruction_with_skeleton_driven_ga,SV-GS Sparse View 4D Reconstruction with Skeleton-Driven Ga,document,General,0344_[General]_SV-GS Sparse View 4D Reconstruction with Skeleton-Driven Ga.md,Entity;Document;General
paper_0345_general_phystalk_language_driven_real_time_physics_in_3d_gaussian_s,PhysTalk Language-driven Real-time Physics in 3D Gaussian S,document,General,0345_[General]_PhysTalk Language-driven Real-time Physics in 3D Gaussian S.md,Entity;Document;General
paper_0346_general_splatwizard_a_benchmark_toolkit_for_3d_gaussian_splatting_c,Splatwizard A Benchmark Toolkit for 3D Gaussian Splatting C,document,General,0346_[General]_Splatwizard A Benchmark Toolkit for 3D Gaussian Splatting C.md,Entity;Document;General
paper_0347_general_improved_3d_gaussian_splatting_of_unknown_spacecraft_structu,Improved 3D Gaussian Splatting of Unknown Spacecraft Structu,document,General,0347_[General]_Improved 3D Gaussian Splatting of Unknown Spacecraft Structu.md,Entity;Document;General
paper_0348_general_airgs_real_time_4d_gaussian_streaming_for_free_viewpoint_vi,AirGS Real-Time 4D Gaussian Streaming for Free-Viewpoint Vi,document,General,0348_[General]_AirGS Real-Time 4D Gaussian Streaming for Free-Viewpoint Vi.md,Entity;Document;General
paper_0349_general_quantile_rendering_efficiently_embedding_high_dimensional_f,Quantile Rendering Efficiently Embedding High-dimensional F,document,General,0349_[General]_Quantile Rendering Efficiently Embedding High-dimensional F.md,Entity;Document;General
paper_0350_general_nebula_enable_city_scale_3d_gaussian_splatting_in_virtual_r,Nebula Enable City-Scale 3D Gaussian Splatting in Virtual R,document,General,0350_[General]_Nebula Enable City-Scale 3D Gaussian Splatting in Virtual R.md,Entity;Document;General
paper_0351_general_enhancing_annotations_for_5d_apple_pose_estimation_through_3,Enhancing annotations for 5D apple pose estimation through 3,document,General,0351_[General]_Enhancing annotations for 5D apple pose estimation through 3.md,Entity;Document;General
paper_0352_general_hyge_occ_hybrid_view_transformation_with_3d_gaussian_and_ed,HyGE-Occ Hybrid View-Transformation with 3D Gaussian and Ed,document,General,0352_[General]_HyGE-Occ Hybrid View-Transformation with 3D Gaussian and Ed.md,Entity;Document;General
paper_0353_general_worldwarp_propagating_3d_geometry_with_asynchronous_video_d,WorldWarp Propagating 3D Geometry with Asynchronous Video D,document,General,0353_[General]_WorldWarp Propagating 3D Geometry with Asynchronous Video D.md,Entity;Document;General
paper_0354_general_4d_gaussian_splatting_as_a_learned_dynamical_system,4D Gaussian Splatting as a Learned Dynamical System,document,General,0354_[General]_4D Gaussian Splatting as a Learned Dynamical System.md,Entity;Document;General
paper_0355_general_splatbright_generalizable_low_light_scene_reconstruction_fr,SplatBright Generalizable Low-Light Scene Reconstruction fr,document,General,0355_[General]_SplatBright Generalizable Low-Light Scene Reconstruction fr.md,Entity;Document;General
paper_0356_general_geometric_photometric_event_based_3d_gaussian_ray_tracing,Geometric-Photometric Event-based 3D Gaussian Ray Tracing,document,General,0356_[General]_Geometric-Photometric Event-based 3D Gaussian Ray Tracing.md,Entity;Document;General
paper_0357_general_matspray_fusing_2d_material_world_knowledge_on_3d_geometry,MatSpray Fusing 2D Material World Knowledge on 3D Geometry,document,General,0357_[General]_MatSpray Fusing 2D Material World Knowledge on 3D Geometry.md,Entity;Document;General
paper_0358_general_chorus_multi_teacher_pretraining_for_holistic_3d_gaussian_s,Chorus Multi-Teacher Pretraining for Holistic 3D Gaussian S,document,General,0358_[General]_Chorus Multi-Teacher Pretraining for Holistic 3D Gaussian S.md,Entity;Document;General
paper_0359_general_animate_any_character_in_any_world,Animate Any Character in Any World,document,General,0359_[General]_Animate Any Character in Any World.md,Entity;Document;General
paper_0360_general_g3splat_geometrically_consistent_generalizable_gaussian_spl,G3Splat Geometrically Consistent Generalizable Gaussian Spl,document,General,0360_[General]_G3Splat Geometrically Consistent Generalizable Gaussian Spl.md,Entity;Document;General
paper_0361_general_fleg_feed_forward_language_embedded_gaussian_splatting_from,FLEG Feed-Forward Language Embedded Gaussian Splatting from,document,General,0361_[General]_FLEG Feed-Forward Language Embedded Gaussian Splatting from.md,Entity;Document;General
paper_0362_general_using_gaussian_splats_to_create_high_fidelity_facial_geometr,Using Gaussian Splats to Create High-Fidelity Facial Geometr,document,General,0362_[General]_Using Gaussian Splats to Create High-Fidelity Facial Geometr.md,Entity;Document;General
paper_0363_general_instant_expressive_gaussian_head_avatar_via_3d_aware_express,Instant Expressive Gaussian Head Avatar via 3D-Aware Express,document,General,0363_[General]_Instant Expressive Gaussian Head Avatar via 3D-Aware Express.md,Entity;Document;General
paper_0364_general_flying_in_clutter_on_monocular_rgb_by_learning_in_3d_radianc,Flying in Clutter on Monocular RGB by Learning in 3D Radianc,document,General,0364_[General]_Flying in Clutter on Monocular RGB by Learning in 3D Radianc.md,Entity;Document;General
paper_0365_general_sdfoam_signed_distance_foam_for_explicit_surface_reconstruc,SDFoam Signed-Distance Foam for explicit surface reconstruc,document,General,0365_[General]_SDFoam Signed-Distance Foam for explicit surface reconstruc.md,Entity;Document;General
paper_0366_general_gaussian_pixel_codec_avatars_a_hybrid_representation_for_ef,Gaussian Pixel Codec Avatars A Hybrid Representation for Ef,document,General,0366_[General]_Gaussian Pixel Codec Avatars A Hybrid Representation for Ef.md,Entity;Document;General
paper_0367_general_off_the_grid_detection_of_primitives_for_feed_forward_3d_ga,Off The Grid Detection of Primitives for Feed-Forward 3D Ga,document,General,0367_[General]_Off The Grid Detection of Primitives for Feed-Forward 3D Ga.md,Entity;Document;General
paper_0368_general_vla_an_an_efficient_and_onboard_vision_language_action_fram,VLA-AN An Efficient and Onboard Vision-Language-Action Fram,document,General,0368_[General]_VLA-AN An Efficient and Onboard Vision-Language-Action Fram.md,Entity;Document;General
paper_0369_general_mvgsr_multi_view_consistent_3d_gaussian_super_resolution_vi,MVGSR Multi-View Consistent 3D Gaussian Super-Resolution vi,document,General,0369_[General]_MVGSR Multi-View Consistent 3D Gaussian Super-Resolution vi.md,Entity;Document;General
paper_0370_general_broadening_view_synthesis_of_dynamic_scenes_from_constrained,Broadening View Synthesis of Dynamic Scenes from Constrained,document,General,0370_[General]_Broadening View Synthesis of Dynamic Scenes from Constrained.md,Entity;Document;General
paper_0371_general_hgs_hybrid_gaussian_splatting_with_static_dynamic_decomposi,HGS Hybrid Gaussian Splatting with Static-Dynamic Decomposi,document,General,0371_[General]_HGS Hybrid Gaussian Splatting with Static-Dynamic Decomposi.md,Entity;Document;General
paper_0372_general_beyond_a_single_light_a_large_scale_aerial_dataset_for_urba,Beyond a Single Light A Large-Scale Aerial Dataset for Urba,document,General,0372_[General]_Beyond a Single Light A Large-Scale Aerial Dataset for Urba.md,Entity;Document;General
paper_0373_general_spherical_voronoi_directional_appearance_as_a_differentiabl,Spherical Voronoi Directional Appearance as a Differentiabl,document,General,0373_[General]_Spherical Voronoi Directional Appearance as a Differentiabl.md,Entity;Document;General
paper_0374_general_consistent_instance_field_for_dynamic_scene_understanding,Consistent Instance Field for Dynamic Scene Understanding,document,General,0374_[General]_Consistent Instance Field for Dynamic Scene Understanding.md,Entity;Document;General
paper_0375_general_gaussianplant_structure_aligned_gaussian_splatting_for_3d_r,GaussianPlant Structure-aligned Gaussian Splatting for 3D R,document,General,0375_[General]_GaussianPlant Structure-aligned Gaussian Splatting for 3D R.md,Entity;Document;General
paper_0376_general_asap_textured_gaussians_enhancing_textured_gaussians_with_a,ASAP-Textured Gaussians Enhancing Textured Gaussians with A,document,General,0376_[General]_ASAP-Textured Gaussians Enhancing Textured Gaussians with A.md,Entity;Document;General
paper_0377_general_nexels_neurally_textured_surfels_for_real_time_novel_view_s,Nexels Neurally-Textured Surfels for Real-Time Novel View S,document,General,0377_[General]_Nexels Neurally-Textured Surfels for Real-Time Novel View S.md,Entity;Document;General
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,Computer vision training dataset generation for robotic envi,document,General,0378_[General]_Computer vision training dataset generation for robotic envi.md,Entity;Document;General
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ,document,General,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md,Entity;Document;General
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau,document,General,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md,Entity;Document;General
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr,document,General,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md,Entity;Document;General
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov,document,General,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md,Entity;Document;General
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr,document,General,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md,Entity;Document;General
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f,document,General,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md,Entity;Document;General
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv,document,General,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md,Entity;Document;General
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi,document,General,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md,Entity;Document;General
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,Splatent Splatting Diffusion Latents for Novel View Synthes,document,General,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md,Entity;Document;General
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass,document,General,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md,Entity;Document;General
paper_0389_general_super4dr_4d_radar_centric_self_supervised_odometry_and_gaus,Super4DR 4D Radar-centric Self-supervised Odometry and Gaus,document,General,0389_[General]_Super4DR 4D Radar-centric Self-supervised Odometry and Gaus.md,Entity;Document;General
paper_0391_general_tessellation_gs_neural_mesh_gaussians_for_robust_monocular,Tessellation GS Neural Mesh Gaussians for Robust Monocular,document,General,0391_[General]_Tessellation GS Neural Mesh Gaussians for Robust Monocular.md,Entity;Document;General
paper_0392_general_material_informed_gaussian_splatting_for_3d_world_reconstruc,Material-informed Gaussian Splatting for 3D World Reconstruc,document,General,0392_[General]_Material-informed Gaussian Splatting for 3D World Reconstruc.md,Entity;Document;General
paper_0393_general_gigaworld_0_world_models_as_data_engine_to_empower_embodied,GigaWorld-0 World Models as Data Engine to Empower Embodied,document,General,0393_[General]_GigaWorld-0 World Models as Data Engine to Empower Embodied.md,Entity;Document;General
paper_0394_general_densifybeforehand_lidar_assisted_content_aware_densificatio,DensifyBeforehand LiDAR-assisted Content-aware Densificatio,document,General,0394_[General]_DensifyBeforehand LiDAR-assisted Content-aware Densificatio.md,Entity;Document;General
paper_0395_general_idsplat_instance_decomposed_3d_gaussian_splatting_for_drivi,IDSplat Instance-Decomposed 3D Gaussian Splatting for Drivi,document,General,0395_[General]_IDSplat Instance-Decomposed 3D Gaussian Splatting for Drivi.md,Entity;Document;General
paper_0396_general_nvgs_neural_visibility_for_occlusion_culling_in_3d_gaussian,NVGS Neural Visibility for Occlusion Culling in 3D Gaussian,document,General,0396_[General]_NVGS Neural Visibility for Occlusion Culling in 3D Gaussian.md,Entity;Document;General
paper_0397_general_metrogs_efficient_and_stable_reconstruction_of_geometricall,MetroGS Efficient and Stable Reconstruction of Geometricall,document,General,0397_[General]_MetroGS Efficient and Stable Reconstruction of Geometricall.md,Entity;Document;General
paper_0398_general_near_coupled_neural_asset_renderer_stack,NeAR Coupled Neural Asset-Renderer Stack,document,General,0398_[General]_NeAR Coupled Neural Asset-Renderer Stack.md,Entity;Document;General
paper_0399_general_physgs_bayesian_inferred_gaussian_splatting_for_physical_pr,PhysGS Bayesian-Inferred Gaussian Splatting for Physical Pr,document,General,0399_[General]_PhysGS Bayesian-Inferred Gaussian Splatting for Physical Pr.md,Entity;Document;General
paper_0400_general_segsplat_feed_forward_gaussian_splatting_and_open_set_seman,SegSplat Feed-forward Gaussian Splatting and Open-Set Seman,document,General,0400_[General]_SegSplat Feed-forward Gaussian Splatting and Open-Set Seman.md,Entity;Document;General
paper_0401_general_observer_actor_active_vision_imitation_learning_with_sparse,Observer Actor Active Vision Imitation Learning with Sparse,document,General,0401_[General]_Observer Actor Active Vision Imitation Learning with Sparse.md,Entity;Document;General
paper_0402_general_roboarmgs_high_quality_robotic_arm_splatting_via_b_zier_cur,RoboArmGS High-Quality Robotic Arm Splatting via B茅zier Cur,document,General,0402_[General]_RoboArmGS High-Quality Robotic Arm Splatting via B茅zier Cur.md,Entity;Document;General
paper_0403_general_frequency_adaptive_sharpness_regularization_for_improving_3d,Frequency-Adaptive Sharpness Regularization for Improving 3D,document,General,0403_[General]_Frequency-Adaptive Sharpness Regularization for Improving 3D.md,Entity;Document;General
paper_0404_general_cus_gs_a_compact_unified_structured_gaussian_splatting_fram,CUS-GS A Compact Unified Structured Gaussian Splatting Fram,document,General,0404_[General]_CUS-GS A Compact Unified Structured Gaussian Splatting Fram.md,Entity;Document;General
paper_0405_general_aegis_preserving_privacy_of_3d_facial_avatars_with_adversar,AEGIS Preserving privacy of 3D Facial Avatars with Adversar,document,General,0405_[General]_AEGIS Preserving privacy of 3D Facial Avatars with Adversar.md,Entity;Document;General
paper_0406_general_pegs_physics_event_enhanced_large_spatiotemporal_motion_rec,PEGS Physics-Event Enhanced Large Spatiotemporal Motion Rec,document,General,0406_[General]_PEGS Physics-Event Enhanced Large Spatiotemporal Motion Rec.md,Entity;Document;General
paper_0407_general_spags_sparse_view_articulated_object_reconstruction_from_si,SPAGS Sparse-View Articulated Object Reconstruction from Si,document,General,0407_[General]_SPAGS Sparse-View Articulated Object Reconstruction from Si.md,Entity;Document;General
paper_0408_general_roomplanner_explicit_layout_planner_for_easier_llm_driven_3,RoomPlanner Explicit Layout Planner for Easier LLM-Driven 3,document,General,0408_[General]_RoomPlanner Explicit Layout Planner for Easier LLM-Driven 3.md,Entity;Document;General
paper_0409_general_physmorph_gs_differentiable_shape_morphing_via_joint_optimi,PhysMorph-GS Differentiable Shape Morphing via Joint Optimi,document,General,0409_[General]_PhysMorph-GS Differentiable Shape Morphing via Joint Optimi.md,Entity;Document;General
paper_0410_general_gradient_driven_natural_selection_for_compact_3d_gaussian_sp,Gradient-Driven Natural Selection for Compact 3D Gaussian Sp,document,General,0410_[General]_Gradient-Driven Natural Selection for Compact 3D Gaussian Sp.md,Entity;Document;General
paper_0411_general_one_walk_is_all_you_need_data_efficient_3d_rf_scene_reconst,One Walk is All You Need Data-Efficient 3D RF Scene Reconst,document,General,0411_[General]_One Walk is All You Need Data-Efficient 3D RF Scene Reconst.md,Entity;Document;General
paper_0412_general_vorion_a_risc_v_gpu_with_hardware_accelerated_3d_gaussian_r,Vorion A RISC-V GPU with Hardware-Accelerated 3D Gaussian R,document,General,0412_[General]_Vorion A RISC-V GPU with Hardware-Accelerated 3D Gaussian R.md,Entity;Document;General
paper_0413_general_optimizing_3d_gaussian_splattering_for_mobile_gpus,Optimizing 3D Gaussian Splattering for Mobile GPUs,document,General,0413_[General]_Optimizing 3D Gaussian Splattering for Mobile GPUs.md,Entity;Document;General
paper_0414_general_curigs_curriculum_guided_gaussian_splatting_for_sparse_view,CuriGS Curriculum-Guided Gaussian Splatting for Sparse View,document,General,0414_[General]_CuriGS Curriculum-Guided Gaussian Splatting for Sparse View.md,Entity;Document;General
paper_0415_general_interaction_aware_4d_gaussian_splatting_for_dynamic_hand_obj,Interaction-Aware 4D Gaussian Splatting for Dynamic Hand-Obj,document,General,0415_[General]_Interaction-Aware 4D Gaussian Splatting for Dynamic Hand-Obj.md,Entity;Document;General
paper_0416_general_dental3r_geometry_aware_pairing_for_intraoral_3d_reconstruc,Dental3R Geometry-Aware Pairing for Intraoral 3D Reconstruc,document,General,0416_[General]_Dental3R Geometry-Aware Pairing for Intraoral 3D Reconstruc.md,Entity;Document;General
paper_0417_general_gen3d_generating_domain_free_3d_scenes_from_a_single_image,GEN3D Generating Domain-Free 3D Scenes from a Single Image,document,General,0417_[General]_GEN3D Generating Domain-Free 3D Scenes from a Single Image.md,Entity;Document;General
paper_0418_general_training_free_multi_view_extension_of_ic_light_for_textual_p,Training-Free Multi-View Extension of IC-Light for Textual P,document,General,0418_[General]_Training-Free Multi-View Extension of IC-Light for Textual P.md,Entity;Document;General
paper_0419_general_sf_recon_simplification_free_lightweight_building_reconstru,SF-Recon Simplification-Free Lightweight Building Reconstru,document,General,0419_[General]_SF-Recon Simplification-Free Lightweight Building Reconstru.md,Entity;Document;General
paper_0420_general_symgs_leveraging_local_symmetries_for_3d_gaussian_splattin,SymGS Leveraging Local Symmetries for 3D Gaussian Splattin,document,General,0420_[General]_SymGS Leveraging Local Symmetries for 3D Gaussian Splattin.md,Entity;Document;General
paper_0421_general_monocular_3d_lane_detection_via_structure_uncertainty_aware,Monocular 3D Lane Detection via Structure Uncertainty-Aware,document,General,0421_[General]_Monocular 3D Lane Detection via Structure Uncertainty-Aware.md,Entity;Document;General
paper_0422_general_beyond_darkness_thermal_supervised_3d_gaussian_splatting_fo,Beyond Darkness Thermal-Supervised 3D Gaussian Splatting fo,document,General,0422_[General]_Beyond Darkness Thermal-Supervised 3D Gaussian Splatting fo.md,Entity;Document;General
paper_0423_general_tr_gaussians_high_fidelity_real_time_rendering_of_planar_tr,TR-Gaussians High-fidelity Real-time Rendering of Planar Tr,document,General,0423_[General]_TR-Gaussians High-fidelity Real-time Rendering of Planar Tr.md,Entity;Document;General
paper_0424_general_neo_real_time_on_device_3d_gaussian_splatting_with_reuse_an,Neo Real-Time On-Device 3D Gaussian Splatting with Reuse-an,document,General,0424_[General]_Neo Real-Time On-Device 3D Gaussian Splatting with Reuse-an.md,Entity;Document;General
paper_0425_general_reconstructing_3d_scenes_in_native_high_dynamic_range,Reconstructing 3D Scenes in Native High Dynamic Range,document,General,0425_[General]_Reconstructing 3D Scenes in Native High Dynamic Range.md,Entity;Document;General
paper_0426_general_changes_in_real_time_online_scene_change_detection_with_mul,Changes in Real Time Online Scene Change Detection with Mul,document,General,0426_[General]_Changes in Real Time Online Scene Change Detection with Mul.md,Entity;Document;General
paper_0427_general_3d_gaussian_and_diffusion_based_gaze_redirection,3D Gaussian and Diffusion-Based Gaze Redirection,document,General,0427_[General]_3D Gaussian and Diffusion-Based Gaze Redirection.md,Entity;Document;General
paper_0428_general_realisticdreamer_guidance_score_distillation_for_few_shot_g,RealisticDreamer Guidance Score Distillation for Few-shot G,document,General,0428_[General]_RealisticDreamer Guidance Score Distillation for Few-shot G.md,Entity;Document;General
paper_0429_general_depth_consistent_3d_gaussian_splatting_via_physical_defocus,Depth-Consistent 3D Gaussian Splatting via Physical Defocus,document,General,0429_[General]_Depth-Consistent 3D Gaussian Splatting via Physical Defocus.md,Entity;Document;General
paper_0430_general_aha_animating_human_avatars_in_diverse_scenes_with_gaussian,AHA! Animating Human Avatars in Diverse Scenes with Gaussian,document,General,0430_[General]_AHA! Animating Human Avatars in Diverse Scenes with Gaussian.md,Entity;Document;General
paper_0431_general_lumos3d_a_single_forward_framework_for_low_light_3d_scene_r,Lumos3D A Single-Forward Framework for Low-Light 3D Scene R,document,General,0431_[General]_Lumos3D A Single-Forward Framework for Low-Light 3D Scene R.md,Entity;Document;General
paper_0432_general_ougs_active_view_selection_via_object_aware_uncertainty_est,OUGS Active View Selection via Object-aware Uncertainty Est,document,General,0432_[General]_OUGS Active View Selection via Object-aware Uncertainty Est.md,Entity;Document;General
paper_0433_general_yonosplat_you_only_need_one_model_for_feedforward_3d_gaussi,YoNoSplat You Only Need One Model for Feedforward 3D Gaussi,document,General,0433_[General]_YoNoSplat You Only Need One Model for Feedforward 3D Gaussi.md,Entity;Document;General
paper_0434_general_gfix_perceptually_enhanced_gaussian_splatting_video_compres,GFix Perceptually Enhanced Gaussian Splatting Video Compres,document,General,0434_[General]_GFix Perceptually Enhanced Gaussian Splatting Video Compres.md,Entity;Document;General
paper_0435_general_mugsqa_novel_multi_uncertainty_based_gaussian_splatting_qua,MUGSQA Novel Multi-Uncertainty-Based Gaussian Splatting Qua,document,General,0435_[General]_MUGSQA Novel Multi-Uncertainty-Based Gaussian Splatting Qua.md,Entity;Document;General
paper_0436_general_conegs_error_guided_densification_using_pixel_cones_for_imp,ConeGS Error-Guided Densification Using Pixel Cones for Imp,document,General,0436_[General]_ConeGS Error-Guided Densification Using Pixel Cones for Imp.md,Entity;Document;General
paper_0437_general_dial_gs_dynamic_instance_aware_reconstruction_for_label_fre,DIAL-GS Dynamic Instance Aware Reconstruction for Label-fre,document,General,0437_[General]_DIAL-GS Dynamic Instance Aware Reconstruction for Label-fre.md,Entity;Document;General
paper_0438_general_4d3r_motion_aware_neural_reconstruction_and_rendering_of_dy,4D3R Motion-Aware Neural Reconstruction and Rendering of Dy,document,General,0438_[General]_4D3R Motion-Aware Neural Reconstruction and Rendering of Dy.md,Entity;Document;General
paper_0439_general_efficient_representation_of_3d_spatial_data_for_defense_rela,Efficient representation of 3D spatial data for defense-rela,document,General,0439_[General]_Efficient representation of 3D spatial data for defense-rela.md,Entity;Document;General
paper_0440_general_3d_gaussian_point_encoders,3D Gaussian Point Encoders,document,General,0440_[General]_3D Gaussian Point Encoders.md,Entity;Document;General
paper_0441_general_real_to_sim_robot_policy_evaluation_with_gaussian_splatting,Real-to-Sim Robot Policy Evaluation with Gaussian Splatting,document,General,0441_[General]_Real-to-Sim Robot Policy Evaluation with Gaussian Splatting.md,Entity;Document;General
paper_0442_general_carf_enhancing_multi_view_consistency_in_referring_3d_gauss,CaRF Enhancing Multi-View Consistency in Referring 3D Gauss,document,General,0442_[General]_CaRF Enhancing Multi-View Consistency in Referring 3D Gauss.md,Entity;Document;General
paper_0443_general_improving_multi_view_reconstruction_via_texture_guided_gauss,Improving Multi-View Reconstruction via Texture-Guided Gauss,document,General,0443_[General]_Improving Multi-View Reconstruction via Texture-Guided Gauss.md,Entity;Document;General
paper_0444_general_dentalsplat_dental_occlusion_novel_view_synthesis_from_spar,DentalSplat Dental Occlusion Novel View Synthesis from Spar,document,General,0444_[General]_DentalSplat Dental Occlusion Novel View Synthesis from Spar.md,Entity;Document;General
paper_0445_general_perchead_perceptual_head_model_for_single_image_3d_head_rec,PercHead Perceptual Head Model for Single-Image 3D Head Rec,document,General,0445_[General]_PercHead Perceptual Head Model for Single-Image 3D Head Rec.md,Entity;Document;General
paper_0446_general_object_centric_3d_gaussian_splatting_for_strawberry_plant_re,Object-Centric 3D Gaussian Splatting for Strawberry Plant Re,document,General,0446_[General]_Object-Centric 3D Gaussian Splatting for Strawberry Plant Re.md,Entity;Document;General
paper_0447_general_3d_gaussian_radiation_field_modeling_for_integrated_ris_fas,3D Gaussian Radiation Field Modeling for Integrated RIS-FAS,document,General,0447_[General]_3D Gaussian Radiation Field Modeling for Integrated RIS-FAS.md,Entity;Document;General
paper_0448_general_4d_neural_voxel_splatting_dynamic_scene_rendering_with_voxe,4D Neural Voxel Splatting Dynamic Scene Rendering with Voxe,document,General,0448_[General]_4D Neural Voxel Splatting Dynamic Scene Rendering with Voxe.md,Entity;Document;General
paper_0449_general_object_aware_4d_human_motion_generation,Object-Aware 4D Human Motion Generation,document,General,0449_[General]_Object-Aware 4D Human Motion Generation.md,Entity;Document;General
paper_0450_general_sags_self_adaptive_alias_free_gaussian_splatting_for_dynami,SAGS Self-Adaptive Alias-Free Gaussian Splatting for Dynami,document,General,0450_[General]_SAGS Self-Adaptive Alias-Free Gaussian Splatting for Dynami.md,Entity;Document;General
paper_0451_general_6d_channel_knowledge_map_construction_via_bidirectional_wire,6D Channel Knowledge Map Construction via Bidirectional Wire,document,General,0451_[General]_6D Channel Knowledge Map Construction via Bidirectional Wire.md,Entity;Document;General
paper_0452_general_jogs_joint_optimization_of_pose_estimation_and_3d_gaussian,JOGS Joint Optimization of Pose Estimation and 3D Gaussian,document,General,0452_[General]_JOGS Joint Optimization of Pose Estimation and 3D Gaussian.md,Entity;Document;General
paper_0453_general_drivingscene_a_multi_task_online_feed_forward_3d_gaussian_s,DrivingScene A Multi-Task Online Feed-Forward 3D Gaussian S,document,General,0453_[General]_DrivingScene A Multi-Task Online Feed-Forward 3D Gaussian S.md,Entity;Document;General
paper_0454_general_nvsim_novel_view_synthesis_simulator_for_large_scale_indoor,NVSim Novel View Synthesis Simulator for Large Scale Indoor,document,General,0454_[General]_NVSim Novel View Synthesis Simulator for Large Scale Indoor.md,Entity;Document;General
paper_0455_general_lagmemo_language_3d_gaussian_splatting_memory_for_multi_mod,LagMemo Language 3D Gaussian Splatting Memory for Multi-mod,document,General,0455_[General]_LagMemo Language 3D Gaussian Splatting Memory for Multi-mod.md,Entity;Document;General
paper_0456_general_endowave_rational_wavelet_4d_gaussian_splatting_for_endosco,EndoWave Rational-Wavelet 4D Gaussian Splatting for Endosco,document,General,0456_[General]_EndoWave Rational-Wavelet 4D Gaussian Splatting for Endosco.md,Entity;Document;General
paper_0457_general_gen_langsplat_generalized_language_gaussian_splatting_with,Gen-LangSplat Generalized Language Gaussian Splatting with,document,General,0457_[General]_Gen-LangSplat Generalized Language Gaussian Splatting with.md,Entity;Document;General
paper_0458_general_region_adaptive_learned_hierarchical_encoding_for_3d_gaussia,Region-Adaptive Learned Hierarchical Encoding for 3D Gaussia,document,General,0458_[General]_Region-Adaptive Learned Hierarchical Encoding for 3D Gaussia.md,Entity;Document;General
